2007-10-20  2.00
2007-10-21  2.00
2007-10-22  2.00
2007-10-23  2.00
2007-10-24  2.00
2007-10-25  2.00
2007-11-25  2.00
2007-11-26  1.59
2007-11-27  1.59
2007-11-28  1.59
2007-11-29  2.00
2007-11-30  2.00
2007-12-01  2.00
2007-12-02  2.00
2007-12-03  2.00
2007-12-04  2.00
2007-12-12  2.00
2007-12-13  2.00
2007-12-15  2.00
2007-12-16  2.00
2007-12-17  2.00
2007-12-18  2.00
2007-12-22  2.00
2007-12-26  2.00
2007-12-27  2.00
2007-12-28  2.00
2007-12-29  2.00
2007-12-30  2.00
2008-01-01  2.00
2008-01-02  2.00
2008-01-03  2.00
2008-01-04  2.00
2008-01-06  2.00
2008-01-08  2.00
2008-01-10  2.00
2008-01-11  2.00
2008-01-13  2.00
2008-01-15  2.00
2008-01-19  2.00
2008-01-20  2.00
2008-01-21  2.00
2008-01-22  2.00
2008-01-23  2.00
2008-01-24  2.00
2008-01-25  2.00
2008-01-26  2.00
2008-01-27  2.00
2008-01-28  2.00
2008-01-29  2.00
2008-01-30  2.00
2008-01-31  2.00
2008-02-02  2.00
2008-02-03  2.00
2008-02-04  2.00
2008-02-05  2.00
2008-02-06  2.00
2008-02-07  2.00
2008-02-08  2.00
2008-02-09  2.00
2008-02-10  2.00
2008-02-11  2.00
2008-02-12  2.00
2008-02-13  2.00
2008-02-16  2.00
2008-02-17  2.00
2008-02-18  2.00
2008-02-19  2.00
2008-02-20  2.00
2008-02-21  2.00
2008-02-22  2.00
2008-02-23  2.00
2008-02-24  2.00
2008-02-26  2.00
2008-02-27  2.00
